755646,0
975321,0
16648,1
14209,1
33322,1
863257,0
865738,0
3924,1
29463,1
31301,0
982667,1
977374,0
33363,1
862719,1
867877,0
31468,1
973058,1
12609,1
569450,1
865228,1
973966,0
1021327,0
3666,1
865870,1
977391,1
12403,0
35591,1
867222,0
570379,0
11806,1
867272,1
9919,0
867829,1
865893,0
977570,1
1001581,1
861951,1
9918,0
865963,1
867255,0
862492,0
35388,1
867807,0
1025455,0
29868,0
862841,1
977440,1
10182,1
934,0
34993,1
6179,0
996961,0
867287,0
20698,1
1029903,1
861733,0
862667,0
2724538,0
867810,0
13474,1
30764,1
10189,0
865940,0
15791,1
989583,0
754605,1
29754,1
5840,1
38280,1
7243,0
30301,0
5920,1
982666,1
865907,0
1002069,0
864630,0
989562,0
22899,0
973191,0
6326,1
1009006,0
862318,1
961683,0
38695,1
20363,1
4495,0
2426,0
982975,0
862588,1
754912,0
862312,1
862658,1
644419,0
9575,1
2475638,1
977542,0
1001831,0
865231,0
865184,0
30057,0
24149,1
20310,0
14476,1
862815,0
8874,1
865710,0
976600,1
571454,0
961698,1
962070,0
861901,1
866146,1
4913,1
862657,1
764648,1
552588,1
861931,1
135,0
753946,1
30648,0
864804,0
976598,1
51,0
21894,1
567787,0
977583,1
862290,1
1020059,1
975649,0
867196,0
976272,0
10614,1
753257,0
40189,0
10890,1
862927,0
867160,0
753508,0
862321,1
861658,1
3524,1
10181,1
1001784,1
570935,0
961684,0
865116,0
30821,1
982974,1
861624,0
862296,1
867834,0
976424,0
865939,0
976280,0
2365577,1
755000,1
13914,1
867313,1
27227,0
1018786,0
862377,1
11512,1
631330,0
29520,0
864784,1
758741,1
861900,0
12564,0
867206,0
865936,1
1001786,1
13444,0
867119,0
5048,0
862555,1
975990,0
862774,1
867364,0
25385,0
867258,1
862684,1
9615,1
867148,1
8754,0
1029294,1
23856,0
9472,0
861932,0
867924,1
863659,0
604313,0
22905,0
567097,1
861629,1
753848,1
753371,0
996992,1
861661,0
2659,0
23702,0
1029424,1
3348,1
976260,1
853967,0
795,1
3700,1
753326,0
989405,0
7555,1
20801,0
569788,1
976426,0
861875,1
11248,0
2362485,0
631269,1
672340,1
15788,1
865708,0
28567,0
13322,1
867250,0
31208,1
5127,1
675460,0
631338,0
8310,1
862672,1
568273,0
1138,1
1018135,1
865912,1
2743,0
8756,0
758604,0
865872,1
11582,0
30738,1
973415,0
867285,1
977399,1
977563,1
1934,0
30079,0
1018783,1
21297,1
23797,0
25372,1
567652,0
861930,0
15793,0
755570,0
1063005,0
867252,1
1009009,0
30156,1
862549,0
862632,0
530399,1
7575,1
1001835,1
16349,1
941221,0
961723,0
8452,0
861881,0
754344,1
867744,1
9719,1
7298,1
631334,0
2479693,0
1021323,1
756094,1
861736,1
13288,0
862297,1
973824,0
973940,0
35717,1
865812,0
10687,0
